index,origin,destination,depart_time,depart_weekday,duration,arrival_time,arrival_weekday,flight_no,airline_code,airline,economy_fare,business_fare,first_fare
651,DXB,BOM,5:00:00,5,4:35:00,9:35:00,5,AI912,AI,Air India,197,,579
652,DXB,BOM,18:25:00,6,4:25:00,22:50:00,6,IX248,IX,Air India Express,198,,
653,DXB,BOM,18:25:00,5,4:25:00,22:50:00,5,IX248,IX,Air India Express,198,,
654,DXB,BOM,18:25:00,4,4:25:00,22:50:00,4,IX248,IX,Air India Express,198,,
657,DXB,BOM,1:30:00,3,4:50:00,6:20:00,3,SG14,SG,SpiceJet,204,,
658,DXB,BOM,2:10:00,5,4:25:00,6:35:00,5,SG14,SG,SpiceJet,205,,
659,DXB,BOM,1:30:00,4,4:50:00,6:20:00,4,SG14,SG,SpiceJet,205,,
660,DXB,BOM,19:15:00,5,5:00:00,0:15:00,6,UK202,UK,Vistara,210,518,
661,DXB,BOM,19:15:00,6,5:00:00,0:15:00,0,UK202,UK,Vistara,210,516,
662,DXB,BOM,19:15:00,4,5:00:00,0:15:00,5,UK202,UK,Vistara,210,518,
663,DXB,BOM,19:15:00,2,5:00:00,0:15:00,3,UK202,UK,Vistara,215,659,1013
667,DXB,BOM,18:25:00,3,4:25:00,22:50:00,3,IX248,IX,Air India Express,219,,
668,DXB,BOM,23:40:00,5,4:35:00,4:15:00,6,AI984,AI,Air India,226,,636
669,DXB,BOM,11:30:00,5,4:35:00,16:05:00,5,AI910,AI,Air India,226,,636
672,DXB,YYZ,22:55:00,4,6:05:00,5:00:00,5,AC57,AC,Air Canada,2059,,
673,DXB,YYZ,22:55:00,2,6:05:00,5:00:00,3,AC57,AC,Air Canada,2347,,3532
674,DXB,YYZ,22:55:00,6,6:05:00,5:00:00,0,AC57,AC,Air Canada,2347,2543,5142
675,DXB,YYZ,3:30:00,0,6:00:00,9:30:00,0,EK241,EK,Emirates,2598,,
676,DXB,YYZ,3:30:00,4,6:00:00,9:30:00,4,EK241,EK,Emirates,2644,,8328
677,DXB,YYZ,3:30:00,2,6:00:00,9:30:00,2,EK241,EK,Emirates,2644,,6038
678,DXB,YYZ,3:30:00,5,6:00:00,9:30:00,5,EK241,EK,Emirates,2644,,6047
679,DXB,YYZ,3:30:00,6,6:00:00,9:30:00,6,EK241,EK,Emirates,2644,,6023
680,LAX,ATL,10:20:00,1,7:26:00,17:46:00,1,NK631,NK,Spirit Airlines,283,,
681,LAX,ATL,13:19:00,4,7:28:00,20:47:00,4,NK631,NK,Spirit Airlines,283,,
682,LAX,ATL,10:20:00,5,7:26:00,17:46:00,5,NK631,NK,Spirit Airlines,338,,
683,LAX,ATL,10:20:00,3,7:26:00,17:46:00,3,NK631,NK,Spirit Airlines,338,,
684,LAX,ATL,10:40:00,2,7:26:00,18:06:00,2,NK631,NK,Spirit Airlines,392,,
685,LAX,ATL,10:20:00,6,7:26:00,17:46:00,6,NK631,NK,Spirit Airlines,392,,
686,LAX,ATL,21:40:00,6,7:20:00,5:00:00,0,DL899,DL,Delta Airlines,534,713,
687,LAX,ATL,22:45:00,6,7:21:00,6:06:00,0,DL309,DL,Delta Airlines,534,713,
688,LAX,ATL,23:45:00,6,7:21:00,7:06:00,0,DL650,DL,Delta Airlines,534,764,
689,LAX,ATL,17:59:00,6,7:23:00,1:22:00,0,DL477,DL,Delta Airlines,534,764,
690,LAX,ATL,21:40:00,4,7:20:00,5:00:00,5,DL899,DL,Delta Airlines,544,,
691,LAX,ATL,21:40:00,5,7:20:00,5:00:00,6,DL899,DL,Delta Airlines,544,,
692,LAX,ATL,23:45:00,5,7:21:00,7:06:00,6,DL650,DL,Delta Airlines,544,713,
693,LAX,ATL,23:45:00,4,7:21:00,7:06:00,5,DL650,DL,Delta Airlines,544,,
694,LAX,ATL,22:45:00,4,7:21:00,6:06:00,5,DL309,DL,Delta Airlines,544,,
695,LAX,ATL,22:45:00,5,7:21:00,6:06:00,6,DL309,DL,Delta Airlines,544,713,
696,LAX,ATL,17:59:00,4,7:23:00,1:22:00,5,DL477,DL,Delta Airlines,544,764,
697,LAX,ATL,15:25:00,4,7:24:00,22:49:00,4,DL1160,DL,Delta Airlines,544,,
698,LAX,ATL,14:25:00,4,7:24:00,21:49:00,4,DL2997,DL,Delta Airlines,544,713,
699,LAX,ATL,14:25:00,6,7:24:00,21:49:00,6,DL2997,DL,Delta Airlines,544,713,
700,LAX,ATL,14:25:00,5,7:24:00,21:49:00,5,DL2997,DL,Delta Airlines,544,,
701,LAX,ATL,15:25:00,6,7:24:00,22:49:00,6,DL1160,DL,Delta Airlines,544,,
702,LAX,ATL,7:15:00,6,7:26:00,14:41:00,6,DL369,DL,Delta Airlines,544,713,
703,LAX,ATL,6:15:00,5,7:27:00,13:42:00,5,DL672,DL,Delta Airlines,544,764,
704,LAX,ATL,6:15:00,6,7:27:00,13:42:00,6,DL672,DL,Delta Airlines,544,713,
705,LAX,ORD,14:27:00,5,6:08:00,20:35:00,5,NK1023,NK,Spirit Airlines,224,,
706,LAX,ORD,13:05:00,6,6:08:00,19:13:00,6,NK2000,NK,Spirit Airlines,224,,
707,LAX,ORD,14:27:00,6,6:08:00,20:35:00,6,NK1023,NK,Spirit Airlines,224,,
708,LAX,ORD,11:23:00,2,6:07:00,17:30:00,2,NK643,NK,Spirit Airlines,267,,
709,LAX,ORD,11:23:00,3,6:07:00,17:30:00,3,NK643,NK,Spirit Airlines,267,,
710,LAX,ORD,11:23:00,5,6:07:00,17:30:00,5,NK643,NK,Spirit Airlines,267,,
711,LAX,ORD,11:23:00,6,6:07:00,17:30:00,6,NK643,NK,Spirit Airlines,267,,
712,LAX,ORD,11:23:00,4,6:07:00,17:30:00,4,NK643,NK,Spirit Airlines,267,,
713,LAX,ORD,11:23:00,1,6:07:00,17:30:00,1,NK643,NK,Spirit Airlines,267,,
714,LAX,ORD,13:05:00,3,6:08:00,19:13:00,3,NK2000,NK,Spirit Airlines,267,,
715,LAX,ORD,14:27:00,4,6:08:00,20:35:00,4,NK1023,NK,Spirit Airlines,267,,
716,LAX,ORD,13:05:00,0,6:08:00,19:13:00,0,NK2000,NK,Spirit Airlines,267,,
717,LAX,ORD,13:05:00,2,6:08:00,19:13:00,2,NK2000,NK,Spirit Airlines,267,,
718,LAX,ORD,14:27:00,3,6:08:00,20:35:00,3,NK1023,NK,Spirit Airlines,267,,
719,LAX,ORD,13:05:00,1,6:08:00,19:13:00,1,NK2000,NK,Spirit Airlines,267,,
720,LAX,ORD,14:27:00,0,6:08:00,20:35:00,0,NK1023,NK,Spirit Airlines,267,,
721,LAX,ORD,11:23:00,0,6:07:00,17:30:00,0,NK643,NK,Spirit Airlines,310,,
722,LAX,ORD,13:05:00,4,6:08:00,19:13:00,4,NK2000,NK,Spirit Airlines,310,,
723,LAX,ORD,14:27:00,2,6:08:00,20:35:00,2,NK1023,NK,Spirit Airlines,310,,
724,LAX,ORD,14:27:00,1,6:08:00,20:35:00,1,NK1023,NK,Spirit Airlines,310,,
725,LAX,ORD,13:05:00,5,6:08:00,19:13:00,5,NK2000,NK,Spirit Airlines,310,,
726,LAX,ORD,23:06:00,5,6:08:00,5:14:00,6,UA2622,UA,United Airlines,335,447,
727,LAX,ORD,18:15:00,5,6:08:00,0:23:00,6,UA376,UA,United Airlines,335,447,
728,LAX,ORD,5:30:00,5,6:12:00,11:42:00,5,UA1970,UA,United Airlines,335,447,
729,LAX,ORD,23:55:00,4,6:00:00,5:55:00,5,UA1996,UA,United Airlines,336,447,
730,LAX,LHR,22:15:00,6,18:15:00,16:30:00,0,VS24,VS,Virgin Atlantic,1098,2788,
731,LAX,LHR,22:15:00,0,18:15:00,16:30:00,1,VS24,VS,Virgin Atlantic,1317,2817,7111
732,LAX,LHR,18:05:00,0,18:20:00,12:25:00,1,VS142,VS,Virgin Atlantic,1317,,7111
733,LAX,LHR,15:55:00,0,18:20:00,10:15:00,1,VS8,VS,Virgin Atlantic,1317,2817,7111
734,LAX,LHR,22:15:00,3,18:15:00,16:30:00,4,VS24,VS,Virgin Atlantic,1384,2846,
735,LAX,LHR,15:55:00,3,18:20:00,10:15:00,4,VS8,VS,Virgin Atlantic,1384,2846,
736,LAX,LHR,17:15:00,6,18:30:00,11:45:00,0,UA923,UA,United Airlines,1840,,7053
737,LAX,LHR,17:15:00,6,18:30:00,11:45:00,0,OS7848,OS,Austrian Airlines,1847,,
738,LAX,LHR,17:15:00,6,18:30:00,11:45:00,0,LH9343,LH,Lufthansa,1847,,7041
739,LAX,LHR,17:05:00,6,18:25:00,11:30:00,0,AY5470,AY,Finnair,1854,,
740,LAX,LHR,18:35:00,6,18:40:00,13:15:00,0,AS8034,AS,Alaska Airlines,1857,,
741,LAX,LHR,17:15:00,6,18:30:00,11:45:00,0,SN9098,SN,Brussels Airlines,1868,,
742,LAX,LHR,15:45:00,5,18:25:00,10:10:00,6,AY5522,AY,Finnair,1906,,
743,LAX,LHR,15:40:00,4,18:40:00,10:20:00,5,AS8036,AS,Alaska Airlines,1912,,
744,LAX,LHR,18:35:00,5,18:40:00,13:15:00,6,AS8034,AS,Alaska Airlines,1912,,
745,LAX,LHR,17:15:00,0,18:30:00,11:45:00,1,UA923,UA,United Airlines,1974,1847,7053
746,LAX,LHR,17:15:00,1,18:30:00,11:45:00,2,UA923,UA,United Airlines,1974,1847,
747,LAX,LHR,21:25:00,6,18:30:00,15:55:00,0,AY5458,AY,Finnair,1976,,
748,LAX,LHR,18:35:00,6,18:40:00,13:15:00,0,AY4013,AY,Finnair,1976,,6659
749,LAX,LHR,18:05:00,5,18:20:00,12:25:00,6,VS142,VS,Virgin Atlantic,1976,,
750,LAX,CDG,13:30:00,0,19:35:00,9:05:00,1,TN8,TN,Air Tahiti Nui,565,3257,5853
751,LAX,CDG,13:30:00,3,19:35:00,9:05:00,4,TN8,TN,Air Tahiti Nui,565,3269,5853
752,LAX,CDG,13:30:00,4,19:35:00,9:05:00,5,TN8,TN,Air Tahiti Nui,967,3221,
753,LAX,CDG,13:30:00,5,19:35:00,9:05:00,6,TN8,TN,Air Tahiti Nui,967,3269,5912
754,LAX,CDG,13:30:00,6,19:35:00,9:05:00,0,TN8,TN,Air Tahiti Nui,967,3269,5768
755,LAX,CDG,13:30:00,2,19:35:00,9:05:00,3,TN8,TN,Air Tahiti Nui,967,3269,5853
756,LAX,CDG,21:15:00,0,19:45:00,17:00:00,1,DL8467,DL,Delta Airlines,1995,,8001
757,LAX,CDG,13:15:00,1,19:50:00,9:05:00,2,DL8237,DL,Delta Airlines,1995,,
758,LAX,CDG,15:20:00,1,19:50:00,11:10:00,2,DL8553,DL,Delta Airlines,1995,,
759,LAX,CDG,18:20:00,1,20:00:00,14:20:00,2,DL8549,DL,Delta Airlines,1995,,
760,LAX,CDG,21:15:00,6,19:45:00,17:00:00,0,DL8467,DL,Delta Airlines,1995,3069,
761,LAX,CDG,21:15:00,2,19:45:00,17:00:00,3,DL8467,DL,Delta Airlines,1995,,
762,LAX,CDG,15:20:00,2,19:50:00,11:10:00,3,DL8553,DL,Delta Airlines,1995,,
763,LAX,CDG,13:15:00,0,19:50:00,9:05:00,1,DL8237,DL,Delta Airlines,1995,,7535
764,LAX,CDG,13:15:00,2,19:50:00,9:05:00,3,DL8237,DL,Delta Airlines,1995,,
765,LAX,CDG,15:20:00,6,19:50:00,11:10:00,0,DL8553,DL,Delta Airlines,1995,3069,8037
766,LAX,CDG,15:20:00,0,19:50:00,11:10:00,1,DL8553,DL,Delta Airlines,1995,,8001
767,LAX,CDG,13:15:00,6,19:50:00,9:05:00,0,DL8237,DL,Delta Airlines,1995,3069,8037
768,LAX,CDG,18:20:00,6,20:00:00,14:20:00,0,DL8549,DL,Delta Airlines,1995,3069,8037
769,LAX,CDG,18:20:00,0,20:00:00,14:20:00,1,DL8549,DL,Delta Airlines,1995,,8001
770,LAX,CDG,18:20:00,2,20:00:00,14:20:00,3,DL8549,DL,Delta Airlines,1995,3062,
771,LAX,CDG,21:15:00,6,19:45:00,17:00:00,0,AF77,AF,Air France,2004,,
772,LAX,CDG,21:15:00,2,19:45:00,17:00:00,3,AF77,AF,Air France,2050,,
773,LAX,CDG,15:20:00,2,19:50:00,11:10:00,3,AF65,AF,Air France,2050,,
774,LAX,CDG,15:20:00,0,19:50:00,11:10:00,1,AF65,AF,Air France,2050,,
775,LAX,AMS,13:55:00,2,19:15:00,9:10:00,3,DL9468,DL,Delta Airlines,1953,,7587
776,LAX,AMS,13:55:00,1,19:15:00,9:10:00,2,DL9468,DL,Delta Airlines,1953,,
777,LAX,AMS,13:55:00,6,19:15:00,9:10:00,0,DL9468,DL,Delta Airlines,1953,,
778,LAX,AMS,13:55:00,0,19:15:00,9:10:00,1,DL9468,DL,Delta Airlines,1953,,7587
779,LAX,AMS,16:55:00,0,19:20:00,12:15:00,1,DL9209,DL,Delta Airlines,1953,,7587
780,LAX,AMS,16:55:00,1,19:20:00,12:15:00,2,DL9207,DL,Delta Airlines,1953,,7535
781,LAX,AMS,16:55:00,6,19:20:00,12:15:00,0,DL9207,DL,Delta Airlines,1953,,
782,LAX,AMS,16:55:00,2,19:20:00,12:15:00,3,DL9209,DL,Delta Airlines,1953,,7587
783,LAX,AMS,13:55:00,6,19:15:00,9:10:00,0,KL602,KL,KLM,1967,,7520
784,LAX,AMS,13:55:00,0,19:15:00,9:10:00,1,KL602,KL,KLM,1967,,7520
785,LAX,AMS,13:55:00,2,19:15:00,9:10:00,3,KL602,KL,KLM,1967,,7778
786,LAX,AMS,13:55:00,1,19:15:00,9:10:00,2,KL602,KL,KLM,1967,,7520
787,LAX,AMS,16:55:00,2,19:20:00,12:15:00,3,KL604,KL,KLM,1967,,7045
788,LAX,AMS,16:55:00,6,19:20:00,12:15:00,0,KL604,KL,KLM,1967,,
789,LAX,AMS,16:55:00,0,19:20:00,12:15:00,1,KL604,KL,KLM,1967,,7520
790,LAX,AMS,16:55:00,1,19:20:00,12:15:00,2,KL604,KL,KLM,1967,,7520
791,LAX,AMS,13:55:00,3,19:15:00,9:10:00,4,DL9468,DL,Delta Airlines,2006,,
792,LAX,AMS,13:55:00,4,19:15:00,9:10:00,5,DL9468,DL,Delta Airlines,2006,,
793,LAX,AMS,13:55:00,5,19:15:00,9:10:00,6,DL9468,DL,Delta Airlines,2006,,7535
794,LAX,AMS,16:55:00,3,19:20:00,12:15:00,4,DL9209,DL,Delta Airlines,2006,,
795,LAX,AMS,16:55:00,4,19:20:00,12:15:00,5,DL9209,DL,Delta Airlines,2006,,7535
796,LAX,AMS,16:55:00,5,19:20:00,12:15:00,6,DL9469,DL,Delta Airlines,2014,,
797,LAX,AMS,13:55:00,5,19:15:00,9:10:00,6,KL602,KL,KLM,2020,,7520
798,LAX,AMS,16:55:00,4,19:20:00,12:15:00,5,KL604,KL,KLM,2020,,7045
799,LAX,AMS,16:55:00,5,19:20:00,12:15:00,6,KL604,KL,KLM,2020,,7520
800,LAX,DFW,10:35:00,4,5:10:00,15:45:00,4,NK868,NK,Spirit Airlines,166,,
801,LAX,DFW,7:50:00,4,5:10:00,13:00:00,4,NK1200,NK,Spirit Airlines,166,,
802,LAX,DFW,6:30:00,5,5:10:00,11:40:00,5,NK1019,NK,Spirit Airlines,166,,
803,LAX,DFW,12:48:00,4,5:11:00,17:59:00,4,NK471,NK,Spirit Airlines,166,,
804,LAX,DFW,23:15:00,5,5:12:00,4:27:00,6,NK1964,NK,Spirit Airlines,166,,
805,LAX,DFW,23:15:00,4,5:12:00,4:27:00,5,NK1964,NK,Spirit Airlines,166,,
806,LAX,DFW,10:10:00,5,5:10:00,15:20:00,5,NK868,NK,Spirit Airlines,210,,
807,LAX,DFW,7:50:00,5,5:10:00,13:00:00,5,NK1200,NK,Spirit Airlines,210,,
808,LAX,DFW,6:30:00,3,5:10:00,11:40:00,3,NK1019,NK,Spirit Airlines,210,,
809,LAX,DFW,6:30:00,0,5:10:00,11:40:00,0,NK1019,NK,Spirit Airlines,210,,
810,LAX,DFW,7:50:00,2,5:10:00,13:00:00,2,NK1200,NK,Spirit Airlines,210,,
811,LAX,DFW,6:30:00,2,5:10:00,11:40:00,2,NK1019,NK,Spirit Airlines,210,,
812,LAX,DFW,10:35:00,0,5:10:00,15:45:00,0,NK868,NK,Spirit Airlines,210,,
813,LAX,DFW,10:35:00,3,5:10:00,15:45:00,3,NK868,NK,Spirit Airlines,210,,
814,LAX,DFW,6:30:00,1,5:10:00,11:40:00,1,NK1019,NK,Spirit Airlines,210,,
815,LAX,DFW,12:48:00,6,5:11:00,17:59:00,6,NK471,NK,Spirit Airlines,210,,
816,LAX,DFW,12:48:00,2,5:11:00,17:59:00,2,NK471,NK,Spirit Airlines,210,,
817,LAX,DFW,12:48:00,3,5:11:00,17:59:00,3,NK471,NK,Spirit Airlines,210,,
818,LAX,DFW,12:48:00,1,5:11:00,17:59:00,1,NK471,NK,Spirit Airlines,210,,
819,LAX,DFW,12:48:00,0,5:11:00,17:59:00,0,NK471,NK,Spirit Airlines,210,,
820,LAX,DFW,23:15:00,2,5:12:00,4:27:00,3,NK1964,NK,Spirit Airlines,210,,
821,LAX,DFW,23:15:00,0,5:12:00,4:27:00,1,NK1964,NK,Spirit Airlines,210,,
822,LAX,DFW,23:15:00,6,5:12:00,4:27:00,0,NK1964,NK,Spirit Airlines,210,,
823,LAX,DFW,23:15:00,1,5:12:00,4:27:00,2,NK1964,NK,Spirit Airlines,210,,
824,LAX,DFW,23:15:00,3,5:12:00,4:27:00,4,NK1964,NK,Spirit Airlines,210,,
825,LAX,FRA,17:10:00,6,20:45:00,13:55:00,0,DE2081,DE,Condor,599,1030,3348
826,LAX,FRA,20:05:00,4,20:45:00,16:50:00,5,DE2081,DE,Condor,745,1137,3348
827,LAX,FRA,17:55:00,1,20:45:00,14:40:00,2,DE2081,DE,Condor,745,1379,2580
828,LAX,FRA,15:00:00,3,19:50:00,10:50:00,4,LH457,LH,Lufthansa,1946,,6999
829,LAX,FRA,18:40:00,3,20:05:00,14:45:00,4,LH451,LH,Lufthansa,1946,2344,6999
830,LAX,FRA,15:00:00,5,19:50:00,10:50:00,6,UA8844,UA,United Airlines,2072,2468,
831,LAX,FRA,15:00:00,6,19:50:00,10:50:00,0,UA8844,UA,United Airlines,2072,2433,
832,LAX,FRA,15:00:00,4,19:50:00,10:50:00,5,UA8844,UA,United Airlines,2079,,
833,LAX,FRA,18:40:00,5,20:05:00,14:45:00,6,UA8900,UA,United Airlines,2079,2468,
834,LAX,FRA,15:00:00,5,19:50:00,10:50:00,6,LH457,LH,Lufthansa,2079,2468,7283
835,LAX,FRA,15:00:00,6,19:50:00,10:50:00,0,LH457,LH,Lufthansa,2079,2425,7311
836,LAX,FRA,15:00:00,4,19:50:00,10:50:00,5,LH457,LH,Lufthansa,2079,,7510
837,LAX,FRA,18:40:00,4,20:05:00,14:45:00,5,LH451,LH,Lufthansa,2079,2468,6963
838,LAX,FRA,18:40:00,5,20:05:00,14:45:00,6,LH451,LH,Lufthansa,2079,2468,7283
839,LAX,FRA,18:40:00,1,20:05:00,14:45:00,2,UA8900,UA,United Airlines,2091,3083,7506
840,LAX,FRA,15:00:00,0,19:50:00,10:50:00,1,UA8844,UA,United Airlines,2240,,7506
841,LAX,FRA,18:40:00,1,20:05:00,14:45:00,2,LH451,LH,Lufthansa,2344,3083,7499
842,LAX,FRA,15:00:00,0,19:50:00,10:50:00,1,UA8844,UA,United Airlines,2376,,7506
843,LAX,FRA,15:00:00,1,19:50:00,10:50:00,2,UA8844,UA,United Airlines,2376,,7535
844,LAX,FRA,15:00:00,3,19:50:00,10:50:00,4,UA8844,UA,United Airlines,2376,3080,
845,LAX,FRA,18:40:00,1,20:05:00,14:45:00,2,UA8900,UA,United Airlines,2376,3083,7506
846,LAX,FRA,15:00:00,2,19:50:00,10:50:00,3,UA8844,UA,United Airlines,2385,3071,
847,LAX,FRA,15:00:00,0,19:50:00,10:50:00,1,LH457,LH,Lufthansa,2385,3083,7001
848,LAX,FRA,15:00:00,2,19:50:00,10:50:00,3,LH457,LH,Lufthansa,2385,3083,6999
849,LAX,FRA,15:00:00,1,19:50:00,10:50:00,2,LH457,LH,Lufthansa,2385,,
850,LAX,IST,18:35:00,6,23:00:00,17:35:00,0,TK10,TK,Turkish Airlines,1471,,4509
851,LAX,IST,18:35:00,2,23:00:00,17:35:00,3,TK10,TK,Turkish Airlines,1498,,5280
852,LAX,IST,18:35:00,0,23:00:00,17:35:00,1,TK10,TK,Turkish Airlines,1498,,6936
853,LAX,IST,18:35:00,1,23:00:00,17:35:00,2,TK10,TK,Turkish Airlines,1498,,7623
854,LAX,IST,13:30:00,0,23:10:00,12:40:00,1,TK180,TK,Turkish Airlines,1498,,5314
855,LAX,IST,13:30:00,6,23:10:00,12:40:00,0,TK180,TK,Turkish Airlines,1498,,5304
856,LAX,IST,13:30:00,2,23:10:00,12:40:00,3,TK180,TK,Turkish Airlines,1498,,6892
857,LAX,IST,13:30:00,1,23:10:00,12:40:00,2,TK180,TK,Turkish Airlines,1498,,7623
858,LAX,IST,18:35:00,3,23:00:00,17:35:00,4,TK10,TK,Turkish Airlines,1542,,6923
859,LAX,IST,13:30:00,3,23:10:00,12:40:00,4,TK180,TK,Turkish Airlines,1542,,6923
860,LAX,IST,18:35:00,5,23:00:00,17:35:00,6,TK10,TK,Turkish Airlines,1553,,7053
861,LAX,IST,18:35:00,4,23:00:00,17:35:00,5,TK10,TK,Turkish Airlines,1553,,7081
862,LAX,IST,13:30:00,4,23:10:00,12:40:00,5,TK180,TK,Turkish Airlines,1553,,
863,LAX,IST,13:30:00,5,23:10:00,12:40:00,6,TK180,TK,Turkish Airlines,1553,,5437
864,LAX,DEN,8:50:00,6,3:24:00,12:14:00,6,UA1029,UA,United Airlines,170,257,
865,LAX,DEN,5:30:00,4,3:24:00,8:54:00,4,UA371,UA,United Airlines,170,257,
866,LAX,DEN,5:30:00,6,3:24:00,8:54:00,6,UA371,UA,United Airlines,170,,
867,LAX,DEN,5:30:00,5,3:24:00,8:54:00,5,UA371,UA,United Airlines,170,257,
868,LAX,DEN,20:48:00,4,3:27:00,0:15:00,5,UA2070,UA,United Airlines,170,257,
869,LAX,DEN,10:33:00,4,3:27:00,14:00:00,4,UA1496,UA,United Airlines,170,257,
870,LAX,DEN,10:33:00,6,3:27:00,14:00:00,6,UA1496,UA,United Airlines,170,,
871,LAX,DEN,7:00:00,4,3:27:00,10:27:00,4,UA1264,UA,United Airlines,170,257,
872,LAX,DEN,11:00:00,6,3:27:00,14:27:00,6,UA1013,UA,United Airlines,170,,
873,LAX,DEN,18:20:00,4,3:27:00,21:47:00,4,UA1467,UA,United Airlines,170,257,
874,LAX,DEN,20:48:00,5,3:27:00,0:15:00,6,UA2070,UA,United Airlines,170,257,
875,LAX,DEN,7:00:00,6,3:27:00,10:27:00,6,UA1264,UA,United Airlines,170,,
876,LAX,DEN,19:38:00,4,3:28:00,23:06:00,4,DL3511,DL,Delta Airlines,171,216,
877,LAX,DEN,19:38:00,6,3:28:00,23:06:00,6,DL3511,DL,Delta Airlines,171,,
878,LAX,DEN,19:38:00,5,3:28:00,23:06:00,5,DL3511,DL,Delta Airlines,171,,
879,LAX,DEN,7:45:00,6,3:35:00,11:20:00,6,DL3681,DL,Delta Airlines,171,,
880,LAX,DEN,9:25:00,6,3:30:00,12:55:00,6,AA6292,AA,American Airlines,203,,
881,LAX,DEN,15:00:00,4,3:33:00,18:33:00,4,DL3692,DL,Delta Airlines,224,268,
882,LAX,DEN,7:45:00,5,3:35:00,11:20:00,5,DL3681,DL,Delta Airlines,224,,
883,LAX,DEN,20:48:00,6,3:27:00,0:15:00,0,UA2070,UA,United Airlines,235,,
884,LAX,DEN,18:20:00,6,3:27:00,21:47:00,6,UA1467,UA,United Airlines,235,,
885,LAX,DEN,6:58:00,5,3:27:00,10:25:00,5,UA1264,UA,United Airlines,235,319,
886,LAX,DEN,11:00:00,4,3:27:00,14:27:00,4,UA1013,UA,United Airlines,235,257,
887,LAX,DEN,10:35:00,5,3:27:00,14:02:00,5,UA1496,UA,United Airlines,235,319,
888,LAX,DEN,16:13:00,4,3:27:00,19:40:00,4,UA2146,UA,United Airlines,235,319,
889,LAX,JFK,15:14:00,4,8:30:00,23:44:00,4,B61124,B6,Jetblue Airways,269,,
890,LAX,JFK,16:25:00,5,8:30:00,0:55:00,6,B62124,B6,Jetblue Airways,269,,1260
891,LAX,JFK,12:55:00,4,8:35:00,21:30:00,4,DL323,DL,Delta Airlines,278,526,
892,LAX,JFK,13:45:00,4,8:44:00,22:29:00,4,B61524,B6,Jetblue Airways,296,,
893,LAX,JFK,16:25:00,4,8:30:00,0:55:00,5,B62124,B6,Jetblue Airways,323,,
894,LAX,JFK,11:25:00,4,8:37:00,20:02:00,4,B6424,B6,Jetblue Airways,323,,1260
895,LAX,JFK,10:05:00,4,8:37:00,18:42:00,4,B6324,B6,Jetblue Airways,323,,
896,LAX,JFK,12:30:00,4,8:37:00,21:07:00,4,B6524,B6,Jetblue Airways,323,,
897,LAX,JFK,8:10:00,4,8:47:00,16:57:00,4,B6624,B6,Jetblue Airways,323,,
898,LAX,JFK,22:40:00,2,8:18:00,6:58:00,3,UA516,UA,United Airlines,326,502,
899,LAX,JFK,22:40:00,0,8:18:00,6:58:00,1,UA516,UA,United Airlines,326,512,
900,LAX,JFK,22:40:00,1,8:18:00,6:58:00,2,UA516,UA,United Airlines,326,500,
901,LAX,JFK,22:40:00,3,8:18:00,6:58:00,4,UA516,UA,United Airlines,326,502,
902,LAX,JFK,8:00:00,1,8:18:00,16:18:00,1,UA514,UA,United Airlines,326,500,
903,LAX,JFK,14:25:00,4,8:34:00,22:59:00,4,DL553,DL,Delta Airlines,331,537,
904,LAX,JFK,16:25:00,4,8:34:00,0:59:00,5,DL436,DL,Delta Airlines,331,,
905,LAX,JFK,21:50:00,4,8:35:00,6:25:00,5,DL1640,DL,Delta Airlines,331,,
906,LAX,JFK,6:00:00,5,8:40:00,14:40:00,5,DL1095,DL,Delta Airlines,331,,
907,LAX,JFK,7:45:00,5,8:40:00,16:25:00,5,DL324,DL,Delta Airlines,331,,
908,LAX,JFK,23:55:00,4,8:46:00,8:41:00,5,DL554,DL,Delta Airlines,331,,
909,LAX,JFK,21:50:00,5,8:35:00,6:25:00,6,DL1640,DL,Delta Airlines,332,,
910,LAX,JFK,6:00:00,4,8:40:00,14:40:00,4,B64001,B6,Jetblue Airways,337,,
911,LAX,JFK,23:45:00,5,8:43:00,8:28:00,6,B64010,B6,Jetblue Airways,337,,
912,LAX,JFK,16:00:00,5,8:44:00,0:44:00,6,B64034,B6,Jetblue Airways,337,,
913,LAX,JFK,12:00:00,5,8:45:00,20:45:00,5,B64047,B6,Jetblue Airways,337,,
914,LAX,SFO,22:45:00,2,1:27:00,0:12:00,3,UA1597,UA,United Airlines,71,138,
915,LAX,SFO,17:35:00,2,1:24:00,18:59:00,2,B6536,B6,Jetblue Airways,71,,
916,LAX,SFO,10:48:00,2,1:30:00,12:18:00,2,B62736,B6,Jetblue Airways,71,,
917,LAX,SFO,6:15:00,6,1:17:00,7:32:00,6,DL3634,DL,Delta Airlines,88,154,
918,LAX,SFO,17:35:00,1,1:24:00,18:59:00,1,B6536,B6,Jetblue Airways,88,,
919,LAX,SFO,17:35:00,0,1:24:00,18:59:00,0,B6536,B6,Jetblue Airways,88,,
920,LAX,SFO,6:15:00,5,1:17:00,7:32:00,5,DL3634,DL,Delta Airlines,88,154,
921,LAX,SFO,6:15:00,1,1:17:00,7:32:00,1,DL3634,DL,Delta Airlines,99,,
922,LAX,SFO,6:15:00,2,1:17:00,7:32:00,2,DL3634,DL,Delta Airlines,99,154,
